run_id,model_provider,model_id,task_unit_id,study_id,denominator_family,scoring_eligibility,score_status,is_correct,score_rule,expected_value,model_value,absolute_error
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00001,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.696,0.696,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00002,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.799,0.799,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00003,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.694,0.694,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00004,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.724,0.724,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00005,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.692,0.692,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00006,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.602,0.602,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00007,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.592,0.592,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00008,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.569,0.569,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00009,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,1,numeric_abs_error_le_0.005,0.523,0.523,0.000000
paper_b_full_corpus_m1_raw_full_0000_0249_20260612,openai,codex:gpt-5.5,FC-S5-TASK-00010,S002,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,scored,0,numeric_abs_error_le_0.005,0.694,0.575,0.119000
