run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00101,S172,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S172 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: partial / discriminant-validity concern | Source/evidence note: PDF concerns artificial intelligence adoption in higher education; source supports student and educator stakeholder framing but has discriminant-validity concerns. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S172 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=51; row=6 | Source evidence: PDF concerns artificial intelligence adoption in higher education; source supports student and educator stakeholder framing but has discriminant-validity concerns. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,Source evidence describes how matrix completeness should be determined but does not provide the adjudicated value.
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00102,S172,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S172 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs; discriminant_validity_concern | Source/evidence note: PDF concerns artificial intelligence adoption in higher education; source supports student and educator stakeholder framing but has discriminant-validity concerns. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S172 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=51; row=7 | Source evidence: PDF concerns artificial intelligence adoption in higher education; source supports student and educator stakeholder framing but has discriminant-validity concerns. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,Source evidence describes what the flag reflects but does not provide the adjudicated flag value.
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00103,S159,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S159 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. publication type: journal article; standardized code is journal,Study: S159 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=52; row=2 | Source evidence: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,journal article,journal,table=52; row=2,publication type: journal article; standardized code is journal,1,False,,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00104,S159,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S159 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. single-wave survey/cross-sectional design; use standardized underscore code,Study: S159 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=52; row=3 | Source evidence: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,single-wave survey/cross-sectional design,cross_sectional,table=52; row=3,single-wave survey/cross-sectional design; use standardized underscore code,0.95,False,,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00105,S159,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S159 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S159 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=52; row=4 | Source evidence: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,Source evidence describes how matrix completeness should be determined but does not provide the adjudicated value.
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00106,S159,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S159 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S159 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=52; row=5 | Source evidence: PDF reports adapted UTAUT/moral obligation/trust/perceived risk model and correlation/discriminant-validity evidence. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,Source evidence describes what the flag reflects but does not provide the adjudicated flag value.
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00107,S134,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S134 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. publication type: journal article; standardized code is journal,Study: S134 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=53; row=2 | Source evidence: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,journal article,journal,table=53; row=2,publication type: journal article; standardized code is journal,1,False,,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00108,S134,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S134 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. single-wave survey/cross-sectional design; use standardized underscore code,Study: S134 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=53; row=3 | Source evidence: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,single-wave survey/cross-sectional design,cross_sectional,table=53; row=3,single-wave survey/cross-sectional design; use standardized underscore code,0.95,False,,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00109,S134,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S134 | Task family: metadata_extraction | Field/construct pair: Sample size | Human consensus value: 506 | Source/evidence note: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. PDF reports 568 responses, 62 excluded, final sample N=506","Study: S134 | Task family: metadata_extraction | Field/construct pair: Sample size | Expected answer type: metadata_field_value_or_blank | Source locator: table=53; row=4 | Source evidence: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. PDF reports 568 responses, 62 excluded, final sample N=506 | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",final sample N=506,506,table=53; row=4,"568 responses, 62 excluded, final sample N=506",1,False,,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00110,S134,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S134 | Task family: metadata_extraction | Field/construct pair: Education level | Human consensus value: vocational / upper secondary | Source/evidence note: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. source sample is upper secondary and vocational school students; not undergraduate,Study: S134 | Task family: metadata_extraction | Field/construct pair: Education level | Expected answer type: metadata_field_value_or_blank | Source locator: table=53; row=5 | Source evidence: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. source sample is upper secondary and vocational school students; not undergraduate | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,upper secondary and vocational school students,upper_secondary_vocational,table=53; row=5,source sample is upper secondary and vocational school students; not undergraduate,0.9,False,,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T07:52:03Z,0,,P2-TASK-00111,S134,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S134 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: path_only | Source/evidence note: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S134 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=53; row=6 | Source evidence: PDF reports final sample N=506 upper-secondary/vocational students; Tables 8 and 9 report regression beta coefficients for BI and usage behavior. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T07:52:03Z,codex_cli_noninteractive_batch,Provided evidence does not state a specific matrix completeness value.
