run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08045,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: data_collection | Human consensus value: survey | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: data_collection | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=109 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the data_collection value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08046,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: country | Human consensus value: Germany | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: country | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=110 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the country value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08047,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: education_level | Human consensus value: NA | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: education_level | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=111 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the education_level value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08048,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: ai_type | Human consensus value: generative | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: ai_type | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=112 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the ai_type value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08049,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: ai_tool_name | Human consensus value: LLMs | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: ai_tool_name | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=113 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the ai_tool_name value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08050,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: user_role | Human consensus value: student | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: user_role | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=114 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the user_role value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08051,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: common_method_bias | Human consensus value: not_addressed | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: common_method_bias | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=115 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the common_method_bias value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08052,S085,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S085 | Task family: metadata_extraction | Field/construct pair: notes | Human consensus value:  | Source/evidence note: Metadata difference,Study: S085 | Task family: metadata_extraction | Field/construct pair: notes | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=116 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the notes value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08053,S092,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S092 | Task family: metadata_extraction | Field/construct pair: first_author | Human consensus value:  | Source/evidence note: Metadata difference,Study: S092 | Task family: metadata_extraction | Field/construct pair: first_author | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=117 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the first_author value.
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:09:15Z,0,,P2-TASK-08054,S092,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S092 | Task family: metadata_extraction | Field/construct pair: country | Human consensus value: Indian | Source/evidence note: Metadata difference,Study: S092 | Task family: metadata_extraction | Field/construct pair: country | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=118 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T14:09:15Z,codex_cli_noninteractive_batch,Provided source evidence does not contain the country value.
