run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01251,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_EE_UB | Sample/stratum: full_sample | N: 611 | Construct pair: EE-UB | Human reference r: 0.15 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: EE-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.150,0.15,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as EE-Use correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01252,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_FC_PE | Sample/stratum: full_sample | N: 611 | Construct pair: FC-PE | Human reference r: 0.535 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.535,0.535,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as FC-PE correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01253,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_FC_SI | Sample/stratum: full_sample | N: 611 | Construct pair: FC-SI | Human reference r: 0.435 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: FC-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.435,0.435,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as FC-SI correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01254,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_FC_UB | Sample/stratum: full_sample | N: 611 | Construct pair: FC-UB | Human reference r: 0.241 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: FC-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.241,0.241,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as FC-Use correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01255,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_PE_SI | Sample/stratum: full_sample | N: 611 | Construct pair: PE-SI | Human reference r: 0.456 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: PE-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.456,0.456,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as PE-SI correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01256,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_PE_UB | Sample/stratum: full_sample | N: 611 | Construct pair: PE-UB | Human reference r: 0.139 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.139,0.139,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as PE-Use correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01257,S133,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S133 | Reference record: S133_full_sample_SI_UB | Sample/stratum: full_sample | N: 611 | Construct pair: SI-UB | Human reference r: 0.31 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S133 | Sample/stratum: full_sample | Construct pair: SI-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.310,0.31,S133_doc1 page 10 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from Fornell-Larcker criterion table as SI-Use correlation.,,,
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01258,S134,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S134 | Reference record: S134_full_sample_BI_EE | Sample/stratum: full_sample | N: 506 | Construct pair: BI-EE | Human reference r: 0.1 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S134.pdf Tables 8-9 | Caveats: CAV005 | Notes: Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S134 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.045,0.045,S134_doc1 page 12 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from UTAUT2 regression model with behavioral intention as dependent variable; EE mapped to effort expectancy.,0.045,0.045,source_reported_standardized_beta_used_as_effect_size
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01259,S134,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S134 | Reference record: S134_full_sample_BI_FC | Sample/stratum: full_sample | N: 506 | Construct pair: BI-FC | Human reference r: 0.07 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S134.pdf Tables 8-9 | Caveats: CAV005 | Notes: Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S134 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.024,0.024,S134_doc1 page 12 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from UTAUT2 regression model with behavioral intention as dependent variable; FC mapped to facilitating conditions.,0.024,0.024,source_reported_standardized_beta_used_as_effect_size
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01260,S134,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S134 | Reference record: S134_full_sample_BI_PE | Sample/stratum: full_sample | N: 506 | Construct pair: BI-PE | Human reference r: 0.44 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S134.pdf Tables 8-9 | Caveats: CAV005 | Notes: Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S134 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.388,0.388,S134_doc1 page 12 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,Extracted from UTAUT2 regression model with behavioral intention as dependent variable; PE mapped to performance expectancy.,0.388,0.388,source_reported_standardized_beta_used_as_effect_size
paper_b_full_corpus_m1_raw_full_1250_1499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:02:37Z,0,,FC-S5-TASK-01261,S134,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S134 | Reference record: S134_full_sample_BI_SI | Sample/stratum: full_sample | N: 506 | Construct pair: BI-SI | Human reference r: 0.08 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S134.pdf Tables 8-9 | Caveats: CAV005 | Notes: Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S134 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,standardized_beta,0.029,S134_doc1 page 12 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:02:37Z,codex_noninteractive_batch,BI-SI recovered as Social influence predicting Behavioral intention to use in UTAUT2 regression model.,0.029,0.029,standardized beta/path coefficient used directly
