run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00751,S073,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S073 | Reference record: S073_full_sample_BI_PE | Sample/stratum: full_sample | N: 405 | Construct pair: BI-PE | Human reference r: 0.617 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S073.pdf source table per selected R3 coder row set; final visual table-label audit required | Caveats: CAV005 | Notes: Use R3 beta-converted row set; no direct target correlation table was available in the combined coder trace. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S073 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.617,0.617,S073_doc1 page 14 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Standardized beta/path coefficient for perceived usefulness/performance expectancy to behavioral intention.,0.617,0.617,direct_beta_as_effect_size
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00752,S073,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S073 | Reference record: S073_full_sample_EE_FC | Sample/stratum: full_sample | N: 405 | Construct pair: EE-FC | Human reference r: 0.553 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S073.pdf source table per selected R3 coder row set; final visual table-label audit required | Caveats: CAV005 | Notes: Use R3 beta-converted row set; no direct target correlation table was available in the combined coder trace. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S073 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.553,0.553,S073_doc1 page 14 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Standardized beta/path coefficient for perception of external control/facilitating conditions to perceived ease/effort expectancy.,0.553,0.553,direct_beta_as_effect_size
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00753,S073,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S073 | Reference record: S073_full_sample_EE_PE | Sample/stratum: full_sample | N: 405 | Construct pair: EE-PE | Human reference r: 0.472 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S073.pdf source table per selected R3 coder row set; final visual table-label audit required | Caveats: CAV005 | Notes: Use R3 beta-converted row set; no direct target correlation table was available in the combined coder trace. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S073 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.472,0.472,S073_doc1 page 14 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Standardized beta/path coefficient for perceived ease/effort expectancy to perceived usefulness/performance expectancy.,0.472,0.472,direct_beta_as_effect_size
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00754,S073,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S073 | Reference record: S073_full_sample_EE_SE | Sample/stratum: full_sample | N: 405 | Construct pair: EE-SE | Human reference r: 0.651 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S073.pdf source table per selected R3 coder row set; final visual table-label audit required | Caveats: CAV005 | Notes: Use R3 beta-converted row set; no direct target correlation table was available in the combined coder trace. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S073 | Sample/stratum: full_sample | Construct pair: EE-SE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.651,0.651,S073_doc1 page 14 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Standardized beta/path coefficient for perceived self-efficacy to perceived ease/effort expectancy.,0.651,0.651,direct_beta_as_effect_size
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00755,S073,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S073 | Reference record: S073_full_sample_PE_SI | Sample/stratum: full_sample | N: 405 | Construct pair: PE-SI | Human reference r: 0.562 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S073.pdf source table per selected R3 coder row set; final visual table-label audit required | Caveats: CAV005 | Notes: Use R3 beta-converted row set; no direct target correlation table was available in the combined coder trace. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S073 | Sample/stratum: full_sample | Construct pair: PE-SI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.562,0.562,S073_doc1 page 14 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Standardized beta/path coefficient for subjective norms/social influence to perceived usefulness/performance expectancy.,0.562,0.562,direct_beta_as_effect_size
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00756,S074,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S074 | Reference record: S074_pre_service_teachers_ANX_ATT | Sample/stratum: pre_service_teachers | N: 1260 | Construct pair: ANX-ATT | Human reference r: 0.645 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S074.pdf Table 3 correlations and square roots of AVEs | Caveats: CAV003;ROW_CAVEAT | Notes: Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_source_reported_orientation_flag.,Study: S074 | Sample/stratum: pre_service_teachers | Construct pair: ANX-ATT | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.645,0.645,S074_doc1 page 8 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Construct correlation from Table 3 between anxiety and attitude toward use.,,,
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00757,S074,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S074 | Reference record: S074_pre_service_teachers_ANX_BI | Sample/stratum: pre_service_teachers | N: 1260 | Construct pair: ANX-BI | Human reference r: 0.597 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S074.pdf Table 3 correlations and square roots of AVEs | Caveats: CAV003;ROW_CAVEAT | Notes: Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_source_reported_orientation_flag.,Study: S074 | Sample/stratum: pre_service_teachers | Construct pair: ANX-BI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.597,0.597,S074_doc1 page 8 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Construct correlation from Table 3 between anxiety and behavioral intention.,,,
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00758,S074,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S074 | Reference record: S074_pre_service_teachers_ANX_EE | Sample/stratum: pre_service_teachers | N: 1260 | Construct pair: ANX-EE | Human reference r: 0.177 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S074.pdf Table 3 correlations and square roots of AVEs | Caveats: CAV003;ROW_CAVEAT | Notes: Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_source_reported_orientation_flag.,Study: S074 | Sample/stratum: pre_service_teachers | Construct pair: ANX-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.177,0.177,S074_doc1 page 8 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Construct correlation from Table 3 between anxiety and perceived ease of use/effort expectancy.,,,
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00759,S074,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S074 | Reference record: S074_pre_service_teachers_ANX_PE | Sample/stratum: pre_service_teachers | N: 1260 | Construct pair: ANX-PE | Human reference r: 0.499 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S074.pdf Table 3 correlations and square roots of AVEs | Caveats: CAV003;ROW_CAVEAT | Notes: Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_source_reported_orientation_flag.,Study: S074 | Sample/stratum: pre_service_teachers | Construct pair: ANX-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.499,0.499,S074_doc1 page 8 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Construct correlation from Table 3 between anxiety and perceived usefulness/performance expectancy.,,,
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00760,S074,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S074 | Reference record: S074_pre_service_teachers_ANX_SE | Sample/stratum: pre_service_teachers | N: 1260 | Construct pair: ANX-SE | Human reference r: 0.675 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S074.pdf Table 3 correlations and square roots of AVEs | Caveats: CAV003;ROW_CAVEAT | Notes: Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_source_reported_orientation_flag.,Study: S074 | Sample/stratum: pre_service_teachers | Construct pair: ANX-SE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.675,0.675,S074_doc1 page 8 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,Construct correlation from Table 3 between anxiety and self-efficacy.,,,
paper_b_full_corpus_m1_raw_full_0750_0999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:29:32Z,0,,FC-S5-TASK-00761,S074,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S074 | Reference record: S074_pre_service_teachers_ATT_BI | Sample/stratum: pre_service_teachers | N: 1260 | Construct pair: ATT-BI | Human reference r: 0.642 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S074.pdf Table 3 correlations and square roots of AVEs | Caveats: CAV003;ROW_CAVEAT | Notes: Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_source_reported_orientation_flag.,Study: S074 | Sample/stratum: pre_service_teachers | Construct pair: ATT-BI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.642; construct correlation table,0.642,S074_doc1 page 8 chunk 1; Table 3,,high,False,,not_persisted_batch,locked,2026-06-12T04:29:32Z,codex_noninteractive_batch,ATT-BI correlation from Table 3 construct correlation matrix.,,,
