run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01501,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ANX_BI | Sample/stratum: full_sample | N: 156 | Construct pair: ANX-BI | Human reference r: 0.184 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ANX-BI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.184; Fornell-Larcker latent construct correlation,0.184,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,high,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ANX mapped to Anxiety; BI mapped to Behavioral Intention to use Chat GPT.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01502,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ANX_EE | Sample/stratum: full_sample | N: 156 | Construct pair: ANX-EE | Human reference r: 0.412 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ANX-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.412; Fornell-Larcker latent construct correlation,0.412,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ANX mapped to Anxiety; EE mapped to Perceived Ease of Use.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01503,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ANX_PE | Sample/stratum: full_sample | N: 156 | Construct pair: ANX-PE | Human reference r: 0.540 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ANX-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.54; Fornell-Larcker latent construct correlation,0.54,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ANX mapped to Anxiety; PE mapped to Perceived Usefulness.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01504,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ANX_UB | Sample/stratum: full_sample | N: 156 | Construct pair: ANX-UB | Human reference r: 0.132 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ANX-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.132; Fornell-Larcker latent construct correlation,0.132,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ANX mapped to Anxiety; UB mapped to Actual use of Chat GPT.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01505,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ATT_BI | Sample/stratum: full_sample | N: 156 | Construct pair: ATT-BI | Human reference r: 0.234 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ATT-BI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.234; Fornell-Larcker latent construct correlation,0.234,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,high,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ATT mapped to Attitude toward using Chat GPT; BI mapped to Behavioral Intention to use Chat GPT.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01506,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ATT_EE | Sample/stratum: full_sample | N: 156 | Construct pair: ATT-EE | Human reference r: 0.087 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ATT-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.087; Fornell-Larcker latent construct correlation,0.087,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ATT mapped to Attitude toward using Chat GPT; EE mapped to Perceived Ease of Use.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01507,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ATT_PE | Sample/stratum: full_sample | N: 156 | Construct pair: ATT-PE | Human reference r: -0.591 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ATT-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,-0.591; Fornell-Larcker latent construct correlation,-0.591,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ATT mapped to Attitude toward using Chat GPT; PE mapped to Perceived Usefulness.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01508,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_ATT_UB | Sample/stratum: full_sample | N: 156 | Construct pair: ATT-UB | Human reference r: 0.166 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: ATT-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.166; Fornell-Larcker latent construct correlation,0.166,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,ATT mapped to Attitude toward using Chat GPT; UB mapped to Actual use of Chat GPT.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01509,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_BI_EE | Sample/stratum: full_sample | N: 156 | Construct pair: BI-EE | Human reference r: 0.019 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.019; Fornell-Larcker latent construct correlation,0.019,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,BI mapped to Behavioral Intention to use Chat GPT; EE mapped to Perceived Ease of Use.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01510,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_BI_PE | Sample/stratum: full_sample | N: 156 | Construct pair: BI-PE | Human reference r: 0.021 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.021; Fornell-Larcker latent construct correlation,0.021,S162_doc1 page 19 chunk 1; Table 3 Fornel-Lacker Criteria,,medium,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,BI mapped to Behavioral Intention to use Chat GPT; PE mapped to Perceived Usefulness.,,,
paper_b_full_corpus_m1_raw_full_1500_1749_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:16:43Z,0,,FC-S5-TASK-01511,S162,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S162 | Reference record: S162_full_sample_BI_UB | Sample/stratum: full_sample | N: 156 | Construct pair: BI-UB | Human reference r: 0.619 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S162.pdf Table 3 discriminant validity / Fornell-Larcker | Caveats: none | Notes: Use matching R1/R4 Table 3 values; perceived stress excluded and ANX retained. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch2_source_checked.,Study: S162 | Sample/stratum: full_sample | Construct pair: BI-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.619; source_type=Fornell-Larcker construct correlation,0.619,S162_doc1 page 19 chunk 1,,0.93,False,,not_persisted_batch,locked,2026-06-12T05:16:43Z,codex_noninteractive_batch,BI mapped to Behavioral Intention to use Chat GPT; UB mapped to Actual use of Chat GPT.,,,
