run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00251,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_FC_PE | Sample/stratum: full_sample | N: 361 | Construct pair: FC-PE | Human reference r: 0.391 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.391; latent_or_construct_correlation,0.391,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,FC-PE inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00252,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_FC_SE | Sample/stratum: full_sample | N: 361 | Construct pair: FC-SE | Human reference r: 0.104 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: FC-SE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.104; latent_or_construct_correlation,0.104,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,SE mapped to CGSE; FC-SE inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00253,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_FC_SI | Sample/stratum: full_sample | N: 361 | Construct pair: FC-SI | Human reference r: -0.215 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: FC-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,-0.215; latent_or_construct_correlation,-0.215,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,FC-SI inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00254,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_FC_UB | Sample/stratum: full_sample | N: 361 | Construct pair: FC-UB | Human reference r: 0.503 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: FC-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.503; latent_or_construct_correlation,0.503,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,UB mapped to AU; FC-UB inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00255,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_PE_SE | Sample/stratum: full_sample | N: 361 | Construct pair: PE-SE | Human reference r: 0.072 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: PE-SE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.072; latent_or_construct_correlation,0.072,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,SE mapped to CGSE; PE-SE inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00256,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_PE_SI | Sample/stratum: full_sample | N: 361 | Construct pair: PE-SI | Human reference r: -0.065 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: PE-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,-0.065; latent_or_construct_correlation,-0.065,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,PE-SI inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00257,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_PE_UB | Sample/stratum: full_sample | N: 361 | Construct pair: PE-UB | Human reference r: 0.532 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.532; latent_or_construct_correlation,0.532,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,UB mapped to AU; PE-UB inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00258,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_SE_SI | Sample/stratum: full_sample | N: 361 | Construct pair: SE-SI | Human reference r: -0.11 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: SE-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,-0.110; latent_or_construct_correlation,-0.110,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,SE mapped to CGSE; SE-SI inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00259,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_SE_UB | Sample/stratum: full_sample | N: 361 | Construct pair: SE-UB | Human reference r: -0.073 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: SE-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,-0.073; latent_or_construct_correlation,-0.073,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,SE mapped to CGSE and UB mapped to AU; SE-UB inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00260,S025,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S025 | Reference record: S025_full_sample_SI_UB | Sample/stratum: full_sample | N: 361 | Construct pair: SI-UB | Human reference r: -0.147 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S025.pdf Table 3 | Caveats: none | Notes: Use R2 source-located Table 3 direct row set; R3 duplicates values but has sparse source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S025 | Sample/stratum: full_sample | Construct pair: SI-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,-0.147; latent_or_construct_correlation,-0.147,"S025_doc1 page 10 chunk 1, Table 3",,high,False,,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,UB mapped to AU; SI-UB inter-construct correlation from discriminant validity matrix.,,,
paper_b_full_corpus_m1_raw_full_0250_0499_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T03:53:16Z,0,,FC-S5-TASK-00261,S026,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S026 | Reference record: S026_full_sample_ATT_BI | Sample/stratum: full_sample | N: 510 | Construct pair: ATT-BI | Human reference r: 0.352 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S026.pdf source table per selected R3 coder row set; final visual table-label audit required | Caveats: none | Notes: Use R3 complete direct row set; R4 subset omits ATT rows. Final visual audit should confirm source table labels because selected rows lack source-location strings. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S026 | Sample/stratum: full_sample | Construct pair: ATT-BI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T03:53:16Z,codex_noninteractive_batch,The provided source chunks do not report an ATT construct or ATT-BI correlation.,,,
