run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08145,S131,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S131 | Task family: metadata_extraction | Field/construct pair: first_author | Human consensus value:  | Source/evidence note: Metadata difference,Study: S131 | Task family: metadata_extraction | Field/construct pair: first_author | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=209 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=209,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08146,S131,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S131 | Task family: metadata_extraction | Field/construct pair: data_collection | Human consensus value: survey | Source/evidence note: Metadata difference,Study: S131 | Task family: metadata_extraction | Field/construct pair: data_collection | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=210 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=210,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08147,S131,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S131 | Task family: metadata_extraction | Field/construct pair: ai_type | Human consensus value: generative | Source/evidence note: Metadata difference,Study: S131 | Task family: metadata_extraction | Field/construct pair: ai_type | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=211 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=211,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08148,S131,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S131 | Task family: metadata_extraction | Field/construct pair: ai_tool_name | Human consensus value: NA | Source/evidence note: Metadata difference,Study: S131 | Task family: metadata_extraction | Field/construct pair: ai_tool_name | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=212 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=212,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08149,S131,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S131 | Task family: metadata_extraction | Field/construct pair: user_role | Human consensus value: student | Source/evidence note: Metadata difference,Study: S131 | Task family: metadata_extraction | Field/construct pair: user_role | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=213 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=213,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08150,S131,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S131 | Task family: metadata_extraction | Field/construct pair: common_method_bias | Human consensus value: not_addressed | Source/evidence note: Metadata difference,Study: S131 | Task family: metadata_extraction | Field/construct pair: common_method_bias | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=214 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=214,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08151,S133,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S133 | Task family: metadata_extraction | Field/construct pair: first_author | Human consensus value:  | Source/evidence note: Metadata difference,Study: S133 | Task family: metadata_extraction | Field/construct pair: first_author | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=215 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=215,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08152,S133,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S133 | Task family: metadata_extraction | Field/construct pair: education_level | Human consensus value: mixed | Source/evidence note: Metadata difference,Study: S133 | Task family: metadata_extraction | Field/construct pair: education_level | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=216 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=216,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08153,S133,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S133 | Task family: metadata_extraction | Field/construct pair: ai_type | Human consensus value: general | Source/evidence note: Metadata difference,Study: S133 | Task family: metadata_extraction | Field/construct pair: ai_type | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=217 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=217,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08154,S133,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S133 | Task family: metadata_extraction | Field/construct pair: ai_tool_name | Human consensus value: NA | Source/evidence note: Metadata difference,Study: S133 | Task family: metadata_extraction | Field/construct pair: ai_tool_name | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=218 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=218,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
paper2_gemini3flash_api_tail_7250_7399_retry2_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T08:47:10Z,0,,P2-TASK-08155,S133,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S133 | Task family: metadata_extraction | Field/construct pair: user_role | Human consensus value: student | Source/evidence note: Metadata difference,Study: S133 | Task family: metadata_extraction | Field/construct pair: user_role | Expected answer type: metadata_field_value_or_blank | Source locator: csv_row=219 | Source evidence: Metadata difference | Notes: R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.,,,csv_row=219,,,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T08:47:10Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; correlation values are applied to matching R2R3-CORR-V2 matrix rows to prevent duplicate direct-r rows.
