run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00216,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-ATT in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00217,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=3 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=3,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-AUT in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00218,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-BI in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00219,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-EE in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00220,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-FC in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00221,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-PE in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00222,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=8 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=8,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-SE in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00223,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=9 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=9,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-SI in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00224,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=10 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=10,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-TRA in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00225,S222,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S222 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=11 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=11,,1.0,False,,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no value present for ANX-TRU in S222
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T16:25:46Z,0,,P2-TASK-00176,,construct_or_sample_mapping_decision,construct_or_sample_mapping_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: construct_or_sample_mapping_decision | Field/construct pair: word_comment | Human consensus value: student가 맞음. | Source/evidence note: Sample type,Study:  | Task family: construct_or_sample_mapping_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=13 | Source evidence: Sample type | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,comment_id=13,Sample type,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T16:25:46Z,claude_cli_noninteractive_batch,Source evidence provides only the field label ('Sample type') with no decision_label or structured_comment_type value present in the supplied input text.
