run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05521,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5307 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5307,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05522,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5308 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5308,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05523,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5309 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5309,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05524,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5310 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5310,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05525,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5311 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5311,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05526,S210,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Human consensus value: source=direct; beta=0.215; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5312 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5312,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Source evidence mentions Table 4 and mismatches but provides no numeric value.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05527,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5313 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5313,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05528,S210,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Human consensus value: source=direct; beta=0.443; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5314 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5314,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Source evidence mentions Table 4 and mismatches but provides no numeric value.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05529,S210,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SE | Human consensus value: source=direct; beta=0.038; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5315 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5315,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Source evidence mentions Table 4 and mismatches but provides no numeric value.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05530,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5316 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5316,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05531,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5317 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5317,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
