run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08305,S002,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: FC-PE | Human consensus value: source=direct; beta=0.694; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: FC-PE | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=369 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=369,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08306,S002,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: FC-SI | Human consensus value: source=direct; beta=0.724; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: FC-SI | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=370 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=370,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08307,S002,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: FC-UB | Human consensus value: source=direct; beta=0.545; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: FC-UB | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=371 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=371,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08308,S002,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: PE-SI | Human consensus value: source=direct; beta=0.534; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: PE-SI | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=372 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=372,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08309,S002,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: PE-UB | Human consensus value: source=direct; beta=0.574; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: PE-UB | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=373 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=373,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08310,S002,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: SI-UB | Human consensus value: source=direct; beta=0.489; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S002 | Task family: human_disagreement_trace | Field/construct pair: SI-UB | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=374 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=374,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08311,S004,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-EE | Human consensus value: source=direct; beta=0.582; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-EE | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=375 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=375,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08312,S004,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-FC | Human consensus value: source=direct; beta=0.644; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-FC | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=376 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=376,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08313,S004,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-PE | Human consensus value: source=direct; beta=0.667; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-PE | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=377 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=377,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08314,S004,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-SI | Human consensus value: source=direct; beta=0.668; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-SI | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=378 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=378,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.
paper2_gemini3flash_api_tail_7401_7858_20260607,google,gemini:gemini-3-flash-preview,generativelanguage.googleapis.com/v1beta; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T09:13:00Z,0,,P2-TASK-08315,S004,human_disagreement_trace,human_disagreement_trace,eligible_after_locked_llm_output,human_trace_context_not_scored_as_accuracy,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-TRU | Human consensus value: source=direct; beta=0.63; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch,Study: S004 | Task family: human_disagreement_trace | Field/construct pair: BI-TRU | Expected answer type: human_trace_context_not_scored_as_accuracy | Source locator: csv_row=379 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch | Notes: R2 value treated as final consensus by 2026-06-05 instruction; matching consensus matrix row carries the direct-r analysis input to prevent duplicates.,Value mismatch; Beta/path mismatch; Value / significance mismatch,Value mismatch; Beta/path mismatch; Value / significance mismatch,csv_row=379,Value mismatch; Beta/path mismatch; Value / significance mismatch,1.0,False,,not_persisted_batch,locked,2026-06-07T09:13:00Z,gemini_api_noninteractive_batch,
