run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01751,S186,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S186 | Reference record: S186_full_sample_PE_UB | Sample/stratum: full_sample | N: 657 | Construct pair: PE-UB | Human reference r: 0.168 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S186.pdf Table 2 | Caveats: none | Notes: Use R4 Table 2 precision direct rows; R3 rounded subset omits SE rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S186 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,"0.168, construct correlation",0.168,S186_doc1 page 9 chunk 1,,medium,False,,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Mapped PE to PU and UB to AB based on S186 construct labels in the provided correlation table.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01752,S186,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S186 | Reference record: S186_full_sample_SE_UB | Sample/stratum: full_sample | N: 657 | Construct pair: SE-UB | Human reference r: -0.029 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S186.pdf Table 2 | Caveats: none | Notes: Use R4 Table 2 precision direct rows; R3 rounded subset omits SE rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S186 | Sample/stratum: full_sample | Construct pair: SE-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,"-0.003, construct correlation",-0.003,S186_doc1 page 9 chunk 1,,low,False,,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Mapped SE to SA and UB to AB based on S186 construct labels in the provided correlation table; construct-label mismatch lowers confidence.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01753,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_ANX_BI | Sample/stratum: full_sample | N: 352 | Construct pair: ANX-BI | Human reference r: 0.002 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Original coder note: Stress near-zero. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: ANX-BI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01754,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_ANX_EE | Sample/stratum: full_sample | N: 352 | Construct pair: ANX-EE | Human reference r: 0.03 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Original coder note: Stress near-zero. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: ANX-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01755,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_ANX_FC | Sample/stratum: full_sample | N: 352 | Construct pair: ANX-FC | Human reference r: 0.052 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Original coder note: Stress near-zero. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: ANX-FC | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01756,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_ANX_PE | Sample/stratum: full_sample | N: 352 | Construct pair: ANX-PE | Human reference r: 0.031 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Original coder note: Stress(ANX) near-zero. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: ANX-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01757,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_ANX_SI | Sample/stratum: full_sample | N: 352 | Construct pair: ANX-SI | Human reference r: 0.026 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Original coder note: Stress near-zero. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: ANX-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01758,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_BI_EE | Sample/stratum: full_sample | N: 352 | Construct pair: BI-EE | Human reference r: 0.591 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01759,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_BI_FC | Sample/stratum: full_sample | N: 352 | Construct pair: BI-FC | Human reference r: 0.598 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01760,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_BI_PE | Sample/stratum: full_sample | N: 352 | Construct pair: BI-PE | Human reference r: 0.655 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,Provided S187 chunks do not include the construct correlation table values.,,,
paper_b_full_corpus_m1_raw_full_1750_1999_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:31:34Z,0,,FC-S5-TASK-01761,S187,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S187 | Reference record: S187_full_sample_BI_SI | Sample/stratum: full_sample | N: 352 | Construct pair: BI-SI | Human reference r: 0.639 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S187.pdf Table 4 (Fornell-Larcker) | Caveats: CAV004;ROW_CAVEAT | Notes: Logged rule applied: Stress is mapped to ANX with traceability caveat; source table also supports non-ANX latent-correlation rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked_stress_anx_mapping_caveat.,Study: S187 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:31:34Z,codex_noninteractive_batch,"S187 packet references discriminant validity correlations in Table 4, but the table values are not included in the rendered chunks.",,,
