run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00016,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_EE_FC | Sample/stratum: full_sample | N: 195 | Construct pair: EE-FC | Human reference r: 0.271 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.271,0.271,S003_doc1 page 21 chunk 1,,0.84,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Extracted from Table 5 FLC/correlation-style discriminant validity matrix; EE mapped to Perceived Ease of Use and FC to Facilitating Conditions.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00017,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_EE_PE | Sample/stratum: full_sample | N: 195 | Construct pair: EE-PE | Human reference r: 0.496 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.496,0.496,S003_doc1 page 21 chunk 1,,0.82,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Extracted from Table 5 FLC/correlation-style discriminant validity matrix; EE mapped to Perceived Ease of Use and PE mapped to Perceived Usefulness.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00018,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_EE_SI | Sample/stratum: full_sample | N: 195 | Construct pair: EE-SI | Human reference r: 0.414 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: EE-SI | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.414,0.414,S003_doc1 page 21 chunk 1,,0.84,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Extracted from Table 5 FLC/correlation-style discriminant validity matrix; EE mapped to Perceived Ease of Use and SI to Social Influence.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00019,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_EE_UB | Sample/stratum: full_sample | N: 195 | Construct pair: EE-UB | Human reference r: 0.241 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: EE-UB | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.241,0.241,S003_doc1 page 21 chunk 1,,0.8,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Extracted from Table 5 FLC/correlation-style discriminant validity matrix; EE mapped to Perceived Ease of Use and UB mapped to Adoption of AI-chatbots.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00020,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_FC_PE | Sample/stratum: full_sample | N: 195 | Construct pair: FC-PE | Human reference r: 0.448 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.448,0.448,S003_doc1 page 21 chunk 1,,0.82,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Extracted from Table 5 FLC/correlation-style discriminant validity matrix; FC mapped to Facilitating Conditions and PE mapped to Perceived Usefulness.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00021,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_FC_SI | Sample/stratum: full_sample | N: 195 | Construct pair: FC-SI | Human reference r: 0.565 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: FC-SI | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.565,0.565,S003_doc1 page 21 chunk 1,,0.92,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Table 5 FLC reports the source correlation between Facilitating Conditions and Social Influence.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00022,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_FC_UB | Sample/stratum: full_sample | N: 195 | Construct pair: FC-UB | Human reference r: 0.609 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: FC-UB | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.609,0.609,S003_doc1 page 21 chunk 1,,0.92,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,"Table 5 FLC reports the source correlation between Facilitating Conditions and Adoption of AI-chatbots, interpreted as UB."
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00023,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_PE_SI | Sample/stratum: full_sample | N: 195 | Construct pair: PE-SI | Human reference r: 0.644 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: PE-SI | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.644,0.644,S003_doc1 page 21 chunk 1,,0.78,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Table 5 FLC reports the correlation between Perceived Usefulness and Social Influence; PE is interpreted as performance expectancy/perceived usefulness.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00024,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_PE_UB | Sample/stratum: full_sample | N: 195 | Construct pair: PE-UB | Human reference r: 0.726 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.726,0.726,S003_doc1 page 21 chunk 1,,0.78,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,Table 5 FLC reports the correlation between Perceived Usefulness and Adoption of AI-chatbots; PE is interpreted as performance expectancy/perceived usefulness and UB as adoption.
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00025,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_SI_UB | Sample/stratum: full_sample | N: 195 | Construct pair: SI-UB | Human reference r: 0.73 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: SI-UB | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_table_retrieval_retest | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",0.730,0.730,S003_doc1 page 21 chunk 1,,0.92,False,,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,"Table 5 FLC reports the source correlation between Social Influence and Adoption of AI-chatbots, interpreted as UB."
paper_b_full_corpus_m1_raw_source_rendered_table_retrieval_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_table_retrieval_smoke,paper_b_step5_full_corpus_prompt_v3_20260609_table_retrieval_smoke,2026-06-09T07:09:14Z,0,,FC-S5-TASK-00093,S009,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S009 | Reference record: S009_full_sample_ATT_BI | Sample/stratum: full_sample | N: 490 | Construct pair: ATT-BI | Human reference r: 0.263 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S009.pdf Table 4 | Caveats: CAV005 | Notes: Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairA_source_checked.,"Study: S009 | Sample/stratum: full_sample | Construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Prompt task route: beta_or_path_converted_effect_size | Revised smoke category: true_beta_path_table_retrieval_retest | Route instruction: Recover the standardized beta/path coefficient for the requested directed construct relationship. Use structural/path coefficient, hypothesis, or SEM/PLS path tables. Do not use correlation, Fornell-Larcker, HTMT, or discriminant-validity tables for this route. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",,,,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-09T07:09:14Z,codex_gpt_5_5_noninteractive_table_retrieval_smoke,No standardized beta/path coefficient for ATT-BI was present in the provided source chunks.
