run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01001,S106,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S106 | Reference record: S106_full_sample_BI_PE | Sample/stratum: full_sample | N: 353 | Construct pair: BI-PE | Human reference r: 0.211 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 3 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S106 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.211; source_type=path_coefficient,0.211,S106_doc1 page 5 table 1; S106_doc1 page 5 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Structural model path PE-BI used for construct pair BI-PE.,0.211,0.211,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01002,S106,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S106 | Reference record: S106_full_sample_BI_SI | Sample/stratum: full_sample | N: 353 | Construct pair: BI-SI | Human reference r: 0.251 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 3 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S106 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.251; source_type=path_coefficient,0.251,S106_doc1 page 5 table 1; S106_doc1 page 5 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Structural model path SI-BI used for construct pair BI-SI.,0.251,0.251,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01003,S106,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S106 | Reference record: S106_full_sample_BI_UB | Sample/stratum: full_sample | N: 353 | Construct pair: BI-UB | Human reference r: 0.577 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 3 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S106 | Sample/stratum: full_sample | Construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.577; source_type=path_coefficient,0.577,S106_doc1 page 5 table 1; S106_doc1 page 5 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Structural model path BI-UB used for construct pair BI-UB.,0.577,0.577,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01004,S106,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S106 | Reference record: S106_full_sample_FC_UB | Sample/stratum: full_sample | N: 353 | Construct pair: FC-UB | Human reference r: 0.467 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 3 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S106 | Sample/stratum: full_sample | Construct pair: FC-UB | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.467; source_type=path_coefficient,0.467,S106_doc1 page 5 table 1; S106_doc1 page 5 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Structural model path FC-UB used for construct pair FC-UB.,0.467,0.467,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01005,S107,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S107 | Reference record: S107_full_sample_BI_EE | Sample/stratum: full_sample | N: 400 | Construct pair: BI-EE | Human reference r: 0.027 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 4 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 4 of 4 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S107 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.027; source_type=path_coefficient,0.027,S107_doc1 page 13 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Bootstrapping table path EE to BI used for construct pair BI-EE; reported as not confirmed but coefficient is present.,0.027,0.027,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01006,S107,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S107 | Reference record: S107_full_sample_BI_FC | Sample/stratum: full_sample | N: 400 | Construct pair: BI-FC | Human reference r: 0.118 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 4 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 4 of 4 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S107 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.118; source_type=path_coefficient,0.118,S107_doc1 page 13 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Bootstrapping table path FC to BI used for construct pair BI-FC.,0.118,0.118,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01007,S107,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S107 | Reference record: S107_full_sample_BI_PE | Sample/stratum: full_sample | N: 400 | Construct pair: BI-PE | Human reference r: 0.127 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 4 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 4 of 4 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S107 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.127; source_type=path_coefficient,0.127,S107_doc1 page 13 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Bootstrapping table path PE to BI used for construct pair BI-PE.,0.127,0.127,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01008,S107,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S107 | Reference record: S107_full_sample_BI_SI | Sample/stratum: full_sample | N: 400 | Construct pair: BI-SI | Human reference r: 0.075 | Reference source type: coder_agreed_beta_converted_correlation | Evidence type: coder_agreed_beta_converted_correlation | Source location: Table 4 | Caveats: CAV005 | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 4 of 4 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S107 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,beta=0.075; source_type=path_coefficient,0.075,S107_doc1 page 13 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,Bootstrapping table path SI to BI used for construct pair BI-SI; reported as not confirmed but coefficient is present.,0.075,0.075,direct_path_coefficient_no_conversion
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01009,S111,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S111 | Reference record: S111_full_sample_BI_PE | Sample/stratum: full_sample | N: 224 | Construct pair: BI-PE | Human reference r: 0.703 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S111.pdf Table 2 | Caveats: none | Notes: Use R4 Table 2 direct rows; R3 subset omits SE rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S111 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,correlation=0.703; source_type=latent_construct_correlation,0.703,S111_doc1 page 10 chunk 1,,medium,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,"Fornell-Larcker table correlation between Artificial Intelligence and Perceived Usefulness used, interpreting BI target as the study outcome construct Artificial Intelligence adoption.",,,
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01010,S111,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S111 | Reference record: S111_full_sample_BI_SE | Sample/stratum: full_sample | N: 224 | Construct pair: BI-SE | Human reference r: 0.769 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S111.pdf Table 2 | Caveats: none | Notes: Use R4 Table 2 direct rows; R3 subset omits SE rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S111 | Sample/stratum: full_sample | Construct pair: BI-SE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,"No SE construct is identifiable in the provided S111 source packet; available constructs are Artificial Intelligence, Digital Literacy, Perceived Usefulness, and Social Influence.",,,
paper_b_full_corpus_m1_raw_full_1000_1249_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T04:45:22Z,0,,FC-S5-TASK-01011,S111,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S111 | Reference record: S111_full_sample_BI_SI | Sample/stratum: full_sample | N: 224 | Construct pair: BI-SI | Human reference r: 0.806 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S111.pdf Table 2 | Caveats: none | Notes: Use R4 Table 2 direct rows; R3 subset omits SE rows. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairB_source_checked.,Study: S111 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.806; source_type=latent_or_construct_correlation,0.806,S111_doc1 page 10 chunk 1; Table 2,,high,False,,not_persisted_batch,locked,2026-06-12T04:45:22Z,codex_noninteractive_batch,BI interpreted as the source construct Artificial Intelligence/AI adoption; SI is Social Influence.,,,
