run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00001,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_BI_EE | Sample/stratum: full_sample | N: 300 | Construct pair: BI-EE | Human reference r: 0.696 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: BI-EE = 0.696,0.696,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00002,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_BI_FC | Sample/stratum: full_sample | N: 300 | Construct pair: BI-FC | Human reference r: 0.799 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: BI-FC = 0.799,0.799,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00003,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_BI_PE | Sample/stratum: full_sample | N: 300 | Construct pair: BI-PE | Human reference r: 0.694 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: BI-PE = 0.694,0.694,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00004,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_BI_SI | Sample/stratum: full_sample | N: 300 | Construct pair: BI-SI | Human reference r: 0.724 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: BI-SI = 0.724,0.724,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00005,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_BI_UB | Sample/stratum: full_sample | N: 300 | Construct pair: BI-UB | Human reference r: 0.692 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: BI-UB | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: BI-UB = 0.692,0.692,S002_doc1 page 12 chunk 1,,0.9,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted as BI-USE from Table 9; USE is treated as use behavior corresponding to UB.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00006,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_EE_FC | Sample/stratum: full_sample | N: 300 | Construct pair: EE-FC | Human reference r: 0.602 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: EE-FC = 0.602,0.602,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00007,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_EE_PE | Sample/stratum: full_sample | N: 300 | Construct pair: EE-PE | Human reference r: 0.592 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: EE-PE = 0.592,0.592,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00008,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_EE_SI | Sample/stratum: full_sample | N: 300 | Construct pair: EE-SI | Human reference r: 0.569 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: EE-SI | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: EE-SI = 0.569,0.569,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00009,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_EE_UB | Sample/stratum: full_sample | N: 300 | Construct pair: EE-UB | Human reference r: 0.523 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: EE-UB | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: EE-UB = 0.523,0.523,S002_doc1 page 12 chunk 1,,0.9,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted as EE-USE from Table 9; USE is treated as use behavior corresponding to UB.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00010,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_FC_PE | Sample/stratum: full_sample | N: 300 | Construct pair: FC-PE | Human reference r: 0.694 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,"Study: S002 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_correlation_with_source_type | Prompt task route: latent_or_construct_correlation | Revised smoke category: latent_positive_control | Route instruction: Recover the source-reported latent, construct, or interconstruct correlation for the requested construct pair. Prefer construct-correlation, Fornell-Larcker off-diagonal, or source-designated discriminant-validity value tables when they are the available source-value evidence. Do not use standardized beta/path coefficients. Include the source value type in model_answer and put the numeric value in model_answer_normalized. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",Fornell-Larcker off-diagonal construct correlation: FC-PE = 0.575,0.575,S002_doc1 page 12 chunk 1,,0.98,False,,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,Extracted from Table 9 construct correlation matrix.
paper_b_full_corpus_m1_raw_source_rendered_revised_smoke_20260609,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_revised_smoke,paper_b_step5_full_corpus_prompt_v2_20260609_source_packet_route_overlay_revised_smoke,2026-06-09T06:42:26Z,0,,FC-S5-TASK-00016,S003,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S003 | Reference record: S003_full_sample_EE_FC | Sample/stratum: full_sample | N: 195 | Construct pair: EE-FC | Human reference r: 0.271 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,"Study: S003 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_r_effect_size | Prompt task route: direct_r_effect_size_extraction | Revised smoke category: direct_r_packet_retrieval_challenge | Route instruction: Recover the source-reported direct/source r effect-size value for the requested construct pair. Prefer source correlation matrices, Fornell-Larcker/correlation tables, or explicit source-reported r tables. Do not use standardized beta/path coefficients unless the source explicitly labels the value as a direct/source r effect size. Abstain if no direct/source r evidence is present. Use only the locked source-document rendering/chunks for the authorized run condition. The human reference value and human-adjudicated source locator are intentionally excluded.",,,,,0.98,True,insufficient_evidence,not_persisted_batch,locked,2026-06-09T06:42:26Z,codex_gpt_5_5_noninteractive_revised_source_rendered_smoke,The provided chunks reference a Fornell-Larcker/correlation table but do not include the table values for EE-FC. Path coefficients are present but are not valid for this direct_r_effect_size_extraction route.
