route,construct_1,construct_2,pooled_r
paper_a_trust6_mechanism,PE,PE,1
paper_a_trust6_mechanism,EE,PE,0.5395566261036465
paper_a_trust6_mechanism,SI,PE,0.45799583687115336
paper_a_trust6_mechanism,TRU,PE,0.45951535473863636
paper_a_trust6_mechanism,BI,PE,0.6129674916930147
paper_a_trust6_mechanism,UB,PE,0.5245884860559515
paper_a_trust6_mechanism,PE,EE,0.5395566261036465
paper_a_trust6_mechanism,EE,EE,1
paper_a_trust6_mechanism,SI,EE,0.4079294335318371
paper_a_trust6_mechanism,TRU,EE,0.45262922080108997
paper_a_trust6_mechanism,BI,EE,0.5393880129065131
paper_a_trust6_mechanism,UB,EE,0.49241153996498166
paper_a_trust6_mechanism,PE,SI,0.45799583687115336
paper_a_trust6_mechanism,EE,SI,0.4079294335318371
paper_a_trust6_mechanism,SI,SI,1
paper_a_trust6_mechanism,TRU,SI,0.3903043529587815
paper_a_trust6_mechanism,BI,SI,0.5487825966676931
paper_a_trust6_mechanism,UB,SI,0.45274578561625267
paper_a_trust6_mechanism,PE,TRU,0.45951535473863636
paper_a_trust6_mechanism,EE,TRU,0.45262922080108997
paper_a_trust6_mechanism,SI,TRU,0.3903043529587815
paper_a_trust6_mechanism,TRU,TRU,1
paper_a_trust6_mechanism,BI,TRU,0.5554911388567032
paper_a_trust6_mechanism,UB,TRU,0.4830841874767565
paper_a_trust6_mechanism,PE,BI,0.6129674916930147
paper_a_trust6_mechanism,EE,BI,0.5393880129065131
paper_a_trust6_mechanism,SI,BI,0.5487825966676931
paper_a_trust6_mechanism,TRU,BI,0.5554911388567032
paper_a_trust6_mechanism,BI,BI,1
paper_a_trust6_mechanism,UB,BI,0.6458635537092196
paper_a_trust6_mechanism,PE,UB,0.5245884860559515
paper_a_trust6_mechanism,EE,UB,0.49241153996498166
paper_a_trust6_mechanism,SI,UB,0.45274578561625267
paper_a_trust6_mechanism,TRU,UB,0.4830841874767565
paper_a_trust6_mechanism,BI,UB,0.6458635537092196
paper_a_trust6_mechanism,UB,UB,1
