route,construct_1,construct_2,pooled_r
paper_a_trust6_mechanism,PE,PE,1
paper_a_trust6_mechanism,EE,PE,0.5577445405282954
paper_a_trust6_mechanism,SI,PE,0.46845521158933767
paper_a_trust6_mechanism,TRU,PE,0.502981805533278
paper_a_trust6_mechanism,BI,PE,0.5598422328763955
paper_a_trust6_mechanism,UB,PE,0.4806895250450831
paper_a_trust6_mechanism,PE,EE,0.5577445405282954
paper_a_trust6_mechanism,EE,EE,1
paper_a_trust6_mechanism,SI,EE,0.43175167841014095
paper_a_trust6_mechanism,TRU,EE,0.49730061814756954
paper_a_trust6_mechanism,BI,EE,0.5059231687487517
paper_a_trust6_mechanism,UB,EE,0.4657176388780175
paper_a_trust6_mechanism,PE,SI,0.46845521158933767
paper_a_trust6_mechanism,EE,SI,0.43175167841014095
paper_a_trust6_mechanism,SI,SI,1
paper_a_trust6_mechanism,TRU,SI,0.4882748658388056
paper_a_trust6_mechanism,BI,SI,0.46977442348365894
paper_a_trust6_mechanism,UB,SI,0.4654118582696596
paper_a_trust6_mechanism,PE,TRU,0.502981805533278
paper_a_trust6_mechanism,EE,TRU,0.49730061814756954
paper_a_trust6_mechanism,SI,TRU,0.4882748658388056
paper_a_trust6_mechanism,TRU,TRU,1
paper_a_trust6_mechanism,BI,TRU,0.5507428638332685
paper_a_trust6_mechanism,UB,TRU,0.5177380904785682
paper_a_trust6_mechanism,PE,BI,0.5598422328763955
paper_a_trust6_mechanism,EE,BI,0.5059231687487517
paper_a_trust6_mechanism,SI,BI,0.46977442348365894
paper_a_trust6_mechanism,TRU,BI,0.5507428638332685
paper_a_trust6_mechanism,BI,BI,1
paper_a_trust6_mechanism,UB,BI,0.6196273637921866
paper_a_trust6_mechanism,PE,UB,0.4806895250450831
paper_a_trust6_mechanism,EE,UB,0.4657176388780175
paper_a_trust6_mechanism,SI,UB,0.4654118582696596
paper_a_trust6_mechanism,TRU,UB,0.5177380904785682
paper_a_trust6_mechanism,BI,UB,0.6196273637921866
paper_a_trust6_mechanism,UB,UB,1
