study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S072,S072_full_sample_BI_EE,phase1,Pair B,full_sample,500,BI,EE,0.664,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_BI_FC,phase1,Pair B,full_sample,500,BI,FC,0.666,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_BI_PE,phase1,Pair B,full_sample,500,BI,PE,0.636,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_BI_SI,phase1,Pair B,full_sample,500,BI,SI,0.696,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_BI_UB,phase1,Pair B,full_sample,500,BI,UB,0.646,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_EE_FC,phase1,Pair B,full_sample,500,EE,FC,0.680,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_EE_PE,phase1,Pair B,full_sample,500,EE,PE,0.706,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_EE_SI,phase1,Pair B,full_sample,500,EE,SI,0.717,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_EE_UB,phase1,Pair B,full_sample,500,EE,UB,0.646,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_FC_PE,phase1,Pair B,full_sample,500,FC,PE,0.705,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_FC_SI,phase1,Pair B,full_sample,500,FC,SI,0.734,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_FC_UB,phase1,Pair B,full_sample,500,FC,UB,0.591,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_PE_SI,phase1,Pair B,full_sample,500,PE,SI,0.670,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_PE_UB,phase1,Pair B,full_sample,500,PE,UB,0.464,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S072,S072_full_sample_SI_UB,phase1,Pair B,full_sample,500,SI,UB,0.498,source_reported_latent_correlation_source_corrected_mapping,,S072.pdf Table 2 Discriminant validity Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation_source_corrected_mapping,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Source-corrected target row set; PC->ANX and HM->ATT mappings rejected for this draft.
S060,S060_full_sample_ATT_BI,phase1,Pair B,full_sample,415,ATT,BI,0.685,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_ATT_EE,phase1,Pair B,full_sample,415,ATT,EE,0.629,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_ATT_FC,phase1,Pair B,full_sample,415,ATT,FC,0.652,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_ATT_PE,phase1,Pair B,full_sample,415,ATT,PE,0.673,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_ATT_SI,phase1,Pair B,full_sample,415,ATT,SI,0.596,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_BI_EE,phase1,Pair B,full_sample,415,BI,EE,0.541,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_BI_FC,phase1,Pair B,full_sample,415,BI,FC,0.596,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
S060,S060_full_sample_BI_PE,phase1,Pair B,full_sample,415,BI,PE,0.585,source_reported_latent_correlation,,S060.pdf Table 4 Discriminant validity statistical results,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch3_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 Table 4 values; non-target learning resources/enjoyment excluded.
