run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04514,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4300 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4300,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04515,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4301 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4301,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04516,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4302 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4302,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04517,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4303 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4303,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04518,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4304 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4304,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04519,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4305 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4305,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04520,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4306 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4306,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04521,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4307 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4307,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04522,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4308 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4308,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04523,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4309 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4309,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04524,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4310 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4310,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
