run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00051,S003,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S003 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S003 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=43; row=9 | Source evidence: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,source/type eligibility and construct taxonomy,source/type eligibility and construct taxonomy,table=43; row=9,flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,0.72,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Extracted from provided source-adjudicated metadata note.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00052,S037,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S037 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. publication type: journal article; standardized code is journal,Study: S037 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=44; row=2 | Source evidence: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,journal article,journal,table=44; row=2,publication type: journal article; standardized code is journal,0.99,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00053,S037,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S037 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. single-wave survey/cross-sectional design; use standardized underscore code,Study: S037 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=44; row=3 | Source evidence: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,cross-sectional survey,cross_sectional,table=44; row=3,single-wave survey/cross-sectional design; use standardized underscore code,0.98,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00054,S037,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S037 | Task family: metadata_extraction | Field/construct pair: Education level | Human consensus value: mixed higher education students | Source/evidence note: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. source includes first-year through graduate university students,Study: S037 | Task family: metadata_extraction | Field/construct pair: Education level | Expected answer type: metadata_field_value_or_blank | Source locator: table=44; row=4 | Source evidence: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. source includes first-year through graduate university students | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,university students,higher_education,table=44; row=4,source includes first-year through graduate university students,0.92,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Normalized as higher_education based on university student sample.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00055,S037,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S037 | Task family: metadata_extraction | Field/construct pair: AI tool name | Human consensus value: AI chatbots / AI-based smart tools | Source/evidence note: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. source focuses on AI chatbots and related AI smart tools in China,Study: S037 | Task family: metadata_extraction | Field/construct pair: AI tool name | Expected answer type: metadata_field_value_or_blank | Source locator: table=44; row=5 | Source evidence: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. source focuses on AI chatbots and related AI smart tools in China | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,AI chatbots and related AI smart tools,AI chatbots,table=44; row=5,source focuses on AI chatbots and related AI smart tools in China,0.95,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00056,S037,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S037 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S037 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=44; row=6 | Source evidence: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence does not state the adjudicated Matrix completeness value.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00057,S037,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S037 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S037 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=44; row=7 | Source evidence: PDF abstract/methods state a cross-sectional survey of 635 Chinese university students on AI chatbots; Table 4 gives Fornell-Larcker/HTMT evidence. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence describes what the flag reflects but does not state the flag value.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00058,S112,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S112 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. publication type: journal article; standardized code is journal,Study: S112 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=45; row=2 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,journal article,journal,table=45; row=2,publication type: journal article; standardized code is journal,1,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00059,S112,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S112 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. single-wave survey/cross-sectional design; use standardized underscore code,Study: S112 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=45; row=3 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,single-wave survey/cross-sectional design,cross_sectional,table=45; row=3,single-wave survey/cross-sectional design; use standardized underscore code,0.95,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00060,S112,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S112 | Task family: metadata_extraction | Field/construct pair: Education level | Human consensus value: higher education faculty | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. sample is Thai university faculty members; this is not a student education-level field,Study: S112 | Task family: metadata_extraction | Field/construct pair: Education level | Expected answer type: metadata_field_value_or_blank | Source locator: table=45; row=4 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. sample is Thai university faculty members; this is not a student education-level field | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,table=45; row=4,sample is Thai university faculty members; this is not a student education-level field,0.9,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,"Field is inapplicable to faculty sample, so the metadata value is blank."
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00061,S112,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S112 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: path_only | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S112 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=45; row=5 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,table=45; row=5,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence describes the table and coding note but does not provide the Matrix completeness value.
