record_id,title,year,doi_url,screening_decision,exclude_code,source
REC_06044,Analysing the built environment academics' perceptions of generative AI technology on teaching and learning practice,2025,https://doi.org/10.1080/2331186X.2025.2511034,X,,Tab1_IRR
REC_13641,"Bridging the AI Gap in Medical Education: A Study of Competency, Readiness, and Ethical Perspectives in Developing Nations",2025,https://doi.org/10.3390/computers14060238,X,,Tab1_IRR
REC_14604,"Medical students' beliefs, behaviors, and ease with artificial intelligence in education: A study in Eastern Province, Saudi Arabia",2025,https://doi.org/10.4103/jfcm.jfcm_187_25,X,,Tab1_IRR
REC_10671,Shaping the future of medical education: A cross-sectional study on ChatGPT attitude and usage among medical students in Sudan,2025,https://doi.org/10.1371/journal.pone.0324698,X,,Tab1_IRR
REC_14449,"Mind the Gap, Please! Addressing the Mismatch Between Teacher Awareness and Student AI Adoption in Language Education within Higher Education",2024,https://doi.org/10.4018/IJCALLT.351245,X,,Tab1_IRR
REC_12142,Student Satisfaction with ChatGPT as a Writing Tool in Moroccan Higher Education: A Mixed Methods Study,2025,https://doi.org/10.24093/awej/AI.11,X,,Tab1_IRR
REC_13282,University teachers' beliefs about the use of generative artificial intelligence for teaching and learning,2024,https://doi.org/10.3389/fpsyg.2024.1468900,X,,Tab1_IRR
REC_06897,Exploring the effectiveness of AI-generated learning materials in facilitating active learning strategies and knowledge retention in higher education,2025,https://doi.org/10.1108/IJOA-07-2024-4632,X,,Tab1_IRR
REC_13713,Artificial Intelligence in Higher Education: Bridging or Widening the Gap for Diverse Student Populations?,2025,https://doi.org/10.3390/educsci15050637,X,,Tab1_IRR
REC_14747,From learning to earning: Comparative insights into Hungarian GEN Z students’ use of generative AI in academic and business contexts (2023-2025),2025,https://doi.org/10.48009/2_iis_135,X,,Tab1_IRR
REC_13690,"Knowledge, Attitude, and Practices toward Artificial Intelligence among University Students in Lebanon",2024,https://doi.org/10.3390/educsci14080863,X,,Tab1_IRR
REC_12498,"AI and higher education: Understanding faculty roles in teaching, research, and administration",2025,https://doi.org/10.30935/cedtech/17406,X,,Tab1_IRR
REC_03584,The mediation effect of AI self-efficacy between AI literacy and learning engagement in college nursing students: A cross-sectional study,2025,https://doi.org/10.1016/j.nepr.2025.104499,X,,Tab1_IRR
REC_01288,"Generative AI in Higher Education: Demographic Differences in Student Perceived Readiness, Benefits, and Challenges",2025,https://doi.org/10.1007/s11528-025-01109-6,X,,Tab1_IRR
REC_09467,"ChatGPT Early Adoption in Higher Education: Variation in Student Usage, Instructional Support, and Educational Equity",2025,https://doi.org/10.1177/23328584251331956,X,,Tab1_IRR
REC_01892,"Artificial Intelligence adoption, perceptions, and ethical literacy among Arab academic librarians: A survey",2025,https://doi.org/10.1016/j.acalib.2025.103083,X,,Tab1_IRR
REC_09105,Generational Divide in AI Adoption for Academic Writing: Evidence From Serbian Social Scientists,2025,https://doi.org/10.1177/08944393251413796,X,,Tab1_IRR
REC_15026,Perception and use of ChatGPT among university students. Analysis based on K-Modes; Percepción y uso de ChatGPT entre estudiantes universitarios. Análisis basado en K-Modes,2025,https://doi.org/10.56294/dm2025729,X,,Tab1_IRR
REC_14372,Student and Faculty Perceptions and Use of Generative Artificial Intelligence in Nursing Education,2025,https://doi.org/10.3928/01484834-20250312-06,X,,Tab1_IRR
REC_05945,"Awareness, Adoption, Challenges and Effectiveness of AI Tools in Research Writing: Perspectives of Research Scholars from India and the United Arab Emirates",2025,https://doi.org/10.1080/19322909.2025.2577988,X,,Tab1_IRR
REC_11450,Enhancing Students' Research Skills Through AI Tools and Teacher Competencies: A Mixed-Methods Study,2024,https://doi.org/10.20368/1971-8829/1135960,X,,Tab1_IRR
REC_07883,"Analysing nontraditional students' ChatGPT interaction, engagement, self-efficacy and performance: A mixed-methods approach",2025,https://doi.org/10.1111/bjet.13588,X,,Tab1_IRR
REC_05779,"Educators' perceptions of generative AI: Investigating attitudes, barriers and learning needs in higher education",2025,https://doi.org/10.1080/14703297.2025.2530767,X,,Tab1_IRR
REC_12165,Exploring the Role of Instructors' Confidence and Attitudes Towards Change in the Acceptance of ChatGPT as the Future of Teaching and Learning,2025,https://ajue.uitm.edu.my/wp-content/uploads/2025/09/47-Parmjit-Exploring-the-Role-of-Instructors.pdf,X,,Tab1_IRR
REC_12153,"AI Tools in Academic Research: Perceptions, Adoption, and Challenges among Moroccan Student Researchers",2025,https://doi.org/10.24093/awej/vol16no4.26,X,,Tab1_IRR
REC_06850,Proposal of a framework to enhance the adoption of artificial intelligence in higher education considering sustainable development: a hybrid Lawshe-TOPSIS approach,2025,https://doi.org/10.1108/IJEM-08-2024-0441,X,,Tab1_IRR
REC_06737,Entrepreneurial education and higher education students' e-entrepreneurial intention: a moderated mediation model of generative AI incorporation and e-entrepreneurial self-efficacy,2025,https://doi.org/10.1108/HESWBL-12-2024-0390,X,,Tab1_IRR
REC_01723,How Can Virtual Agents Scale Up Mentoring?: Insights from College Students' Experiences Using the CareerFair.ai Platform at an American Hispanic-Serving Institution,2025,https://doi.org/10.1007/s40593-025-00482-w,X,,Tab1_IRR
REC_13893,Exploring the Ethical Implications of Using Generative AI Tools in Higher Education,2025,https://doi.org/10.3390/informatics12020036,X,,Tab1_IRR
REC_13889,Generative AI in Research Group Formation: Academic Perceptions and Institutional Pathways,2025,https://doi.org/10.3390/info16121081,X,,Tab1_IRR
REC_06657,Application of artificial intelligence technologies in library services at the top 100 US universities,2025,https://doi.org/10.1108/EL-12-2024-0386,X,,Tab1_IRR
REC_06609,What makes for digital entrepreneurs? The role of AI-related drivers for nascent digital start-up activities,2024,https://doi.org/10.1108/EJIM-02-2024-0154,X,,Tab1_IRR
REC_02190,"AI advocates and cautious critics: How AI attitudes, AI interest, use of AI, and AI literacy build university students' AI self-efficacy",2025,https://doi.org/10.1016/j.caeai.2024.100340,X,,Tab1_IRR
REC_13795,Assessing Medical Students' Perceptions of AI-Integrated Telemedicine: A Cross-Sectional Study in Romania,2025,https://doi.org/10.3390/healthcare13090990,X,,Tab1_IRR
REC_02184,"AI in essay-based assessment: Student adoption, usage, and performance",2024,https://doi.org/10.1016/j.caeai.2024.100288,X,,Tab1_IRR
REC_13319,The effects of perceived teacher support and growth language mindset on learner well-being in AI-integrated environment: the mediating role of generative AI attitude,2025,https://doi.org/10.3389/fpsyg.2025.1660462,X,,Tab1_IRR
REC_12873,Faculty perspectives on artificial intelligence's adoption in the health sciences education: a multicentre survey,2025,https://doi.org/10.3389/fmed.2025.1663741,X,,Tab1_IRR
REC_12852,Adoption of artificial intelligence applications in higher education,2025,https://doi.org/10.3389/feduc.2025.1680401,X,,Tab1_IRR
REC_10129,Generative AI and the future of higher education: a threat to academic integrity or reformation? Evidence from multicultural perspectives,2024,https://doi.org/10.1186/s41239-024-00453-6,X,,Tab1_IRR
REC_09483,Understanding Generative Artificial Intelligence Adoption in Puerto Rican Medical Schools: A Cross-Institutional Survey of First- and Second-Year Students,2025,https://doi.org/10.1177/23821205251398923,X,,Tab1_IRR
REC_09474,Nursing Students' Attitudes Toward Artificial Intelligence: Palestinian Perspectives,2025,https://doi.org/10.1177/23779608251343297,X,,Tab1_IRR
REC_13480,"The current status, knowledge, attitudes, and challenges of generative artificial intelligence use among undergraduate nursing students: a single-center cross-sectional survey of western China",2025,https://doi.org/10.3389/fpubh.2025.1648416,X,,Tab1_IRR
REC_12352,"AI CHATBOT ADOPTION IN ACADEMIA: TASK FIT, USEFULNESS, AND COLLEGIAL TIES",2024,https://doi.org/10.28945/5260,X,,Tab1_IRR
REC_10021,The effects of response time on older and young adults’ interaction experience with Chatbot,2025,https://doi.org/10.1186/s40359-025-02459-9,X,,Tab1_IRR
REC_01469,Developing the questionnaire of self-efficacy and needs in using large-language model-based AI services,2025,https://doi.org/10.1007/s12144-024-07206-8,X,,Tab1_IRR
REC_12839,"Faculty perspectives on generative artificial intelligence: insights into awareness, benefits, concerns, and uses",2025,https://doi.org/10.3389/feduc.2025.1632742,X,,Tab1_IRR
REC_06059,A holistic exploration of student attitudes toward AI use in higher education: an international comparison,2025,https://doi.org/10.1080/2331186X.2025.2571691,X,,Tab1_IRR
REC_02769,The GenAI divide among university students: A call for action☆,2025,https://doi.org/10.1016/j.iheduc.2025.101036,X,,Tab1_IRR
REC_14868,"OBSTACLES TO THE USE OF AI APPLICATIONS IN BLACKBOARD FOR FACULTY MEMBERS AT NORTHERN BORDER UNIVERSITY, SAUDI ARABIA",2024,https://doi.org/10.52634/mier/2024/v14/i2/2581,X,,Tab1_IRR
REC_07715,Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,2024,https://doi.org/10.1109/TLT.2024.3396735,X,,Tab1_IRR
REC_13622,Emotional Profiles and Their Relationship with the Use of Artificial Intelligence in University Students,2025,https://doi.org/10.3390/bs15111573,X,,Tab1_IRR
REC_02169,Pre-service teachers' perceptions and intentions regarding the use of chatbots through statistical and lag sequential analysis,2023,https://doi.org/10.1016/j.caeai.2022.100119,X,,Tab1_IRR
REC_02359,Empowering creativity and engagement: The impact of generative artificial intelligence usage on Chines EFL students' language learning experience,2025,https://doi.org/10.1016/j.chbr.2025.100627,X,,Tab1_IRR
REC_07561,Prediction of User's Intention to Use Metaverse System in Medical Education: A Hybrid SEM-ML Learning Approach,2022,https://doi.org/10.1109/ACCESS.2022.3169285,X,,Tab1_IRR
REC_14427,Exploring the Impact of Artificial Intelligence on University Students’ Perception of Slow Employment: A Psychological and Behavioral Analysis,2025,https://doi.org/10.3991/ijim.v19i18.57243,X,,Tab1_IRR
REC_13616,Teachers' Readiness to Implement Robotics in Education: Validation and Measurement Invariance of TRi-Robotics Scale via Confirmatory Factor Analysis and Network Psychometrics,2025,https://doi.org/10.3390/bs15091227,X,,Tab1_IRR
REC_02968,Novel machine learning based approach for analysing the adoption of metaverse in medical training: A UAE case study,2023,https://doi.org/10.1016/j.imu.2023.101354,X,,Tab1_IRR
REC_14207,Mobile-Assisted Language Learning to Support English Language Communication among Higher Education Learners in Thailand,2023,https://doi.org/10.34190/ejel.21.3.2974,X,,Tab1_IRR
REC_07863,Are pre-service teachers disinclined to utilise embodied humanoid social robots in the classroom?,2021,https://doi.org/10.1111/bjet.13144,X,,Tab1_IRR
REC_12174,IMPACT OF ISLAMIC BELIEFS ON TECHNOLOGY ANXIETY AND ATTITUDE TOWARDS AI: ROLE OF RELIGION AS END AND PERCEIVED RISK OF TECHNOLOGY,2025,https://www.philosophy-of-religion.eu/article-view.php?id=4803,X,,Tab1_IRR
REC_06606,Construction professionals' perspectives of adaptive learning adoption: an SEM-machine learning approach,2024,https://doi.org/10.1108/ECAM-07-2024-0896,X,,Tab1_IRR
REC_04700,Use of ai-based mental health tools and psychological well-being among Chinese university students: a parallel mediation model of emotional self-efficacy and perceived autonomy,2025,https://doi.org/10.1038/s41598-025-24013-8,X,,Tab1_IRR
REC_15449,Integrating AI and Literature to Enhance Public Health Awareness on Fluoride: A Cultural Perspective,2025,,X,,Tab1_IRR
REC_00843,The impact of AI-Based adaptive learning technologies on motivation and engagement of higher education students,2025,https://doi.org/10.1007/s10639-025-13646-x,X,,Tab1_IRR
REC_07207,Accounting academics' use of generative AI-based tools: a technology acceptance perspective,2025,https://doi.org/10.1108/JIEB-09-2024-0129,X,,Tab1_IRR
REC_10922,The Future of Learning in the Age of Artificial Intelligence (AI) - The Effects of AI on an Environment of Teaching and Learning,2025,https://doi.org/10.1515/libri-2024-0152,X,,Tab1_IRR
REC_00855,Assessing AI literacy in second language writing: a scale development and validation study,2025,https://doi.org/10.1007/s10639-025-13767-3,X,,Tab1_IRR
REC_00859,The impact of teachers' transformational leadership on college students' employability in the context of generative artificial intelligence: A study based on social cognitive career theory and distributed cognition theory,2025,https://doi.org/10.1007/s10639-025-13798-w,X,,Tab1_IRR
REC_15417,Assessment of the Effect of Attitudes of Information Engineering Students on Academic Misconduct,2024,,X,,Tab1_IRR
REC_00863,The double-edged sword effect of GenAI assistance on university students' academic performance: evidence from China,2025,https://doi.org/10.1007/s10639-025-13850-9,X,,Tab1_IRR
REC_07465,IS INTELLIGENT ONLINE TUTORING SOFTWARE USEFUL IN REFRESHING FINANCIAL ACCOUNTING KNOWLEDGE?,2015,https://doi.org/10.1108/S1085-462220150000016001,X,,Tab1_IRR
REC_14695,AI-Powered Online Learning Interaction and Purchase Intention: The Mediating Role of Perceived Enjoyment and Co-Creation,2024,https://submissions.ijoqm.org/index.php/ijoqm/article/view/362,X,,Tab1_IRR
REC_06082,Antecedents of entrepreneurial intentions in smart city of Neom Saudi Arabia: Does the entrepreneurial education on artificial intelligence matter?,2020,https://doi.org/10.1080/23311975.2020.1825041,X,,Tab1_IRR
REC_14748,"Artificial Intelligence: Ethical concerns, trust, and risk",2024,https://doi.org/10.48009/2_iis_2024_106,X,,Tab1_IRR
REC_07721,The Use of Interactive Narratives in Educational Games to Assess Vocational Interests: An Application of the RIASEC Test Integrated With OpenAI,2025,https://doi.org/10.1109/TLT.2025.3579226,X,,Tab1_IRR
REC_06879,Whether ChatGPT adoption inspires higher education students' digital entrepreneurial intention? An integrated model of the SCCT and the TPB,2025,https://doi.org/10.1108/IJIS-01-2024-0020,X,,Tab1_IRR
REC_05496,From anxiety to action: exploring the impact of artificial intelligence anxiety and artificial intelligence self-efficacy on motivated learning of undergraduate students,2025,https://doi.org/10.1080/10494820.2024.2440877,X,,Tab1_IRR
REC_13207,Deep learning course development and evaluation of artificial intelligence in vocational senior high schools,2022,https://doi.org/10.3389/fpsyg.2022.965926,X,,Tab1_IRR
REC_08672,Robots in Tourism and Hospitality: The Perception of Future Professionals,2023,https://doi.org/10.1155/2023/7172152,X,,Tab1_IRR
REC_07110,"Unveiling the impact of ChatGPT: investigating self-efficacy, anxiety and motivation on student performance in blended learning environments",2026,https://doi.org/10.1108/JARHE-07-2024-0372,X,,Tab1_IRR
REC_05103,Indirect media effects on the adoption of artificial intelligence: The roles of perceived and actual knowledge in the influence of presumed media influence model,2024,https://doi.org/10.1080/08838151.2024.2377244,X,,Tab1_IRR
REC_02886,The crisis effect in TPB as a moderator for post-pandemic entrepreneurial intentions among higher education students: PLS-SEM and ANN approach,2023,https://doi.org/10.1016/j.ijme.2023.100878,X,,Tab1_IRR
REC_05205,Technostress and academicians performance: from the perspective of technology acceptance,2025,https://doi.org/10.1080/09537325.2025.2572046,X,,Tab1_IRR
REC_13557,Predicting College Student Engagement in Physical Education Classes Using Machine Learning and Structural Equation Modeling,2025,https://doi.org/10.3390/app15073884,X,,Tab1_IRR
REC_10443,Predicting student satisfaction of emergency remote learning in higher education during COVID-19 using machine learning techniques,2021,https://doi.org/10.1371/journal.pone.0249423,X,,Tab1_IRR
REC_12170,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDENTS: A PARTIAL LEAST SQUARE-STRUCTURAL EQUATION MODELING APPROACH,2025,https://doi.org/10.24200/jonus.vol10iss2pp475-493,I,,Tab2_Blue
REC_06031,Investigating the adoption of AI in higher education: a study of public universities in Indonesia,2024,https://doi.org/10.1080/2331186X.2024.2380175,I,,Tab2_Blue
REC_07324,Exploring the factors of students' intention to participate in AI software development,2024,https://doi.org/10.1108/LHT-12-2021-0480,X,,Tab2_Blue
REC_03901,CACTUS: Multidimensional motivation model of ChatGPT use in English as a second/foreign language contexts,2025,https://doi.org/10.1016/j.ssaho.2025.102022,X,,Tab2_Blue
REC_02209,How are faculty and college students embracing AI? - A multi-informant mixed method study,2025,https://doi.org/10.1016/j.caeai.2025.100506,X,,Tab2_Blue
REC_07616,The Influence of Social Support Theory on AI Acceptance: Examining Educational Support and Perceived Usefulness Using SEM Analysis,2025,https://doi.org/10.1109/ACCESS.2025.3534099,I,,Tab2_Blue
REC_06732,Bridging knowledge and adoption: how students' AI awareness shapes attitudes toward AI in auditing,2025,https://doi.org/10.1108/HESWBL-09-2024-0287,X,,Tab2_Blue
REC_10810,"Students' perceptions of generative AI in EFL writing: Strategies, self-efficacy, satisfaction and behavioural intention",2025,https://doi.org/10.14742/ajet.10045,X,,Tab2_Blue
REC_06072,Understanding behavioral intentions of UG and PG students in Tier II Indian cities toward AI-technology adoption in higher education: a mixed-methods approach using the SOR model,2025,https://doi.org/10.1080/23311886.2025.2476044,I,,Tab2_Blue
